comp,bumber of nodes,global clustering coefficient,transitivity
1,3,0.0,0.0
2,2,0.0,0.0
3,2,0.0,0.0
4,2,0.0,0.0
5,2,0.0,0.0
6,2,0.0,0.0
7,2,0.0,0.0
8,3,0.0,0.0
9,3,0.0,0.0
10,2,0.0,0.0
11,2,0.0,0.0
12,2,0.0,0.0
13,3,1.0,1.0
14,2,0.0,0.0
15,4,0.0,0.0
16,2,0.0,0.0
17,3,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,4,0.5833333333333333,0.6
21,2,0.0,0.0
22,3,1.0,1.0
23,2,0.0,0.0
24,3,1.0,1.0
25,3,0.0,0.0
26,4,0.0,0.0
27,2,0.0,0.0
28,2,0.0,0.0
29,2,0.0,0.0
30,2,0.0,0.0
31,2,0.0,0.0
32,5,0.0,0.0
33,3,1.0,1.0
34,3,1.0,1.0
35,2,0.0,0.0
36,2,0.0,0.0
37,2,0.0,0.0
38,5,0.4666666666666666,0.5
39,2,0.0,0.0
40,2,0.0,0.0
41,3,0.0,0.0
42,2,0.0,0.0
43,2,0.0,0.0
44,2,0.0,0.0
45,4,0.0,0.0
46,3,1.0,1.0
47,3,0.0,0.0
48,2,0.0,0.0
