comp,bumber of nodes,global clustering coefficient,transitivity
1,5,0.3333333333333333,0.42857142857142855
2,2,0.0,0.0
3,2,0.0,0.0
4,2,0.0,0.0
5,4,0.8333333333333333,0.75
6,2,0.0,0.0
7,15,0.2222222222222222,0.36363636363636365
8,2,0.0,0.0
9,2,0.0,0.0
10,2,0.0,0.0
11,2,0.0,0.0
12,2,0.0,0.0
13,2,0.0,0.0
14,2,0.0,0.0
